logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,区画線数,対象の区画線ID,対象の区画線の親区画線のID,MMS測位誤差[mm],レーザー測位誤差[mm],道路構成地物ID,区画線種別,区画線付加属性フラグ,始点側線幅[cm],終点側線幅[cm]
1701640,0x3aeed,False,285,973836,976743,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1701640,0x3aeed,False,285,973836,976743,7,6,1.748801386482515e+18,-1,717.0,203.0,3221291520.0,2,0,15,15
1701640,0x3aeed,False,285,973836,976743,7,6,1.748801386482515e+18,-1,985.0,208.0,3221291776.0,1,0,20,20
1704876,0x3aef8,False,292,973836,976743,7,6,1.748801386482515e+18,-1,979.0,197.0,3221291776.0,1,0,20,20
1704876,0x3aef8,False,292,973836,976743,7,6,1.748801386482515e+18,-1,928.0,200.0,3221291520.0,2,0,15,15
1704876,0x3aef8,False,292,973836,976743,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1704876,0x3aef8,False,292,973836,976743,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1704876,0x3aef8,False,292,973836,976743,7,6,1.748801386482515e+18,-1,717.0,203.0,3221291520.0,2,0,15,15
1704876,0x3aef8,False,292,973836,976743,7,6,1.748801386482515e+18,-1,985.0,208.0,3221291776.0,1,0,20,20
1735615,0x3af15,False,285,976743,987360,15,9,1.748801386482515e+18,-1,1280.0,200.0,3221291776.0,1,0,20,20
1735615,0x3af15,False,285,976743,987360,15,9,1.748801386482515e+18,-1,1077.0,200.0,3221291520.0,2,0,15,15
1735615,0x3af15,False,285,976743,987360,15,9,1.748801386482515e+18,-1,1501.0,202.0,3221291520.0,2,0,45,125
1735615,0x3af15,False,285,976743,987360,15,9,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1735615,0x3af15,False,285,976743,987360,15,9,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
