logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,レーン形状情報数,Lane ID,Type,形状要素点数,緯度[deg],経度[deg],高さ[cm],形状インデックス
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23570737341319,139.57493867249576,6165,13
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.235172943266846,139.57484680683697,6215,0
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.23522558161878,139.57485988260592,6210,1
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.235269502791404,139.5748709467181,6206,2
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.235313759240164,139.57488167555417,6202,3
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.23535801568892,139.57489273966638,6197,4
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.23539891937641,139.57490313322631,6192,5
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.235446863862556,139.57491520316688,6187,6
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.235495478900965,139.57492693783132,6182,7
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632833,0,14,36.23554141173035,139.57493867249576,6177,8
