logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,線形状情報数,ライン型地物ID,3D地物属性オプションフラグ,Type,形状要素点数,緯度[deg],経度[deg],高さ[m]
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24460694292667,139.5789479044217,58.73
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24469277361517,139.57901965351286,58.75
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24475815245992,139.57907530934995,58.76
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24484230676779,139.5791470584411,58.77
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24490735033641,139.57920271427818,58.77
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24498748133075,139.57927245171257,58.76
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24442287633298,139.57870952309545,58.95
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24446176836371,139.57874070377525,58.95
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24450032511831,139.57877188445505,58.95
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24453720549227,139.57880172403037,58.94
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24457542697074,139.57883256943404,58.94
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24461331317308,139.57886408538997,58.94
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24465019354705,139.57889526606976,58.9
1706887,0x4040b,False,292,2496506,2504496,7,6,1.7488013870194e+18,0,0,17,36.24468774447327,139.5789264467496,58.89
